,Район,Улица,Ссылка
474,Заельцовский,Земляничный,https://nsk.ginfo.ru/ulicy/zemlyanichnyy_pereulok/
475,Заельцовский,Зимняя,https://nsk.ginfo.ru/ulicy/zimnyaya_ulica/
476,Заельцовский,Зои Космодемьянской,https://nsk.ginfo.ru/ulicy/ulica_zoi_kosmodemyanskoy/
477,"Заельцовский, Калининский",имени генерал-майора А.Н. Рожкина,https://nsk.ginfo.ru/ulicy/ulica_imeni_general-mayora_a_n_rozhkina/
478,"Заельцовский, Калининский, Октябрьский, Центральный",Ипподромская,https://nsk.ginfo.ru/ulicy/ippodromskaya_ulica/
479,Заельцовский,Историческая,https://nsk.ginfo.ru/ulicy/istoricheskaya_ulica/
480,"Заельцовский, Калининский",Кавалерийская,https://nsk.ginfo.ru/ulicy/kavaleriyskaya_ulica/
481,Заельцовский,Кавалерийский,https://nsk.ginfo.ru/ulicy/kavaleriyskiy_pereulok/
482,Заельцовский,Казачинская,https://nsk.ginfo.ru/ulicy/kazachinskaya_ulica/
483,Заельцовский,Калинина,https://nsk.ginfo.ru/ulicy/ulica_kalinina/
484,Заельцовский,Катодная,https://nsk.ginfo.ru/ulicy/katodnaya_ulica/
485,Заельцовский,Катунская,https://nsk.ginfo.ru/ulicy/katunskaya_ulica/
486,Заельцовский,Каунасская,https://nsk.ginfo.ru/ulicy/kaunasskaya_ulica/
487,"Заельцовский, Калининский",Кедровая,https://nsk.ginfo.ru/ulicy/kedrovaya_ulica/
488,Заельцовский,Кисловодская,https://nsk.ginfo.ru/ulicy/kislovodskaya_ulica/
489,"Заельцовский, Калининский",Клиническая 1-я,https://nsk.ginfo.ru/ulicy/1-ya_klinicheskaya_ulica/
490,Заельцовский,Клубничный,https://nsk.ginfo.ru/ulicy/klubnichnyy_pereulok/
491,Заельцовский,Клюквенный,https://nsk.ginfo.ru/ulicy/klyukvennyy_pereulok/
492,Заельцовский,Клязьминская,https://nsk.ginfo.ru/ulicy/klyazminskaya_ulica/
493,Заельцовский,Кожзавода,https://nsk.ginfo.ru/ulicy/territoriya_kozhzavoda/
494,Заельцовский,Кожзавода Территория ,https://nsk.ginfo.ru/ulicy/ulica_territoriya_kozhzavoda/
495,Заельцовский,Корнея Чуковского,https://nsk.ginfo.ru/ulicy/ulica_korneya_chukovskogo/
496,Заельцовский,Красногорская,https://nsk.ginfo.ru/ulicy/krasnogorskaya_ulica/
497,Заельцовский,Красногорский,https://nsk.ginfo.ru/ulicy/krasnogorskiy_pereulok/
498,Заельцовский,Красногорский 1-й,https://nsk.ginfo.ru/ulicy/1-y_krasnogorskiy_pereulok/
499,Заельцовский,Красногорский 2-й,https://nsk.ginfo.ru/ulicy/2-y_krasnogorskiy_pereulok/
500,Заельцовский,Красногорский 3-й,https://nsk.ginfo.ru/ulicy/3-y_krasnogorskiy_pereulok/
501,Заельцовский,Краснофлотская,https://nsk.ginfo.ru/ulicy/krasnoflotskaya_ulica/
502,Заельцовский,Краснояровское,https://nsk.ginfo.ru/ulicy/krasnoyarovskoe_shosse/
503,Заельцовский,Кубовая,https://nsk.ginfo.ru/ulicy/kubovaya_ulica/
504,Заельцовский,Кузьмы Минина,https://nsk.ginfo.ru/ulicy/ulica_kuzmy_minina/
505,Заельцовский,Кулундинская,https://nsk.ginfo.ru/ulicy/kulundinskaya_ulica/
506,Заельцовский,Курако,https://nsk.ginfo.ru/ulicy/ulica_kurako/
507,Заельцовский,Кутузова,https://nsk.ginfo.ru/ulicy/ulica_kutuzova/
508,Заельцовский,Лебедевского,https://nsk.ginfo.ru/ulicy/ulica_lebedevskogo/
509,Заельцовский,Левый Берег Ельцовки,https://nsk.ginfo.ru/ulicy/ulica_levyy_bereg_elcovki/
510,Заельцовский,Легендарная,https://nsk.ginfo.ru/ulicy/legendarnaya_ulica/
511,Заельцовский,Лесное,https://nsk.ginfo.ru/ulicy/lesnoe_shosse/
512,Заельцовский,Лесной,https://nsk.ginfo.ru/ulicy/lesnoy_pereulok/
513,Заельцовский,Лесной Авиации,https://nsk.ginfo.ru/ulicy/poselok_lesnoy_aviacii/
514,Заельцовский,Лизы Чайкиной,https://nsk.ginfo.ru/ulicy/ulica_lizy_chaykinoy/
515,Заельцовский,Литейная,https://nsk.ginfo.ru/ulicy/liteynaya_ulica/
516,Заельцовский,Лобачевского,https://nsk.ginfo.ru/ulicy/ulica_lobachevskogo/
517,Заельцовский,Лодочная 2-я,https://nsk.ginfo.ru/ulicy/2-ya_lodochnaya_ulica/
518,Заельцовский,Локомотивная,https://nsk.ginfo.ru/ulicy/lokomotivnaya_ulica/
519,Заельцовский,Ляпидевского,https://nsk.ginfo.ru/ulicy/ulica_lyapidevskogo/
520,Заельцовский,Магаданская,https://nsk.ginfo.ru/ulicy/magadanskaya_ulica/
521,Заельцовский,Мартена,https://nsk.ginfo.ru/ulicy/ulica_martena/
522,Заельцовский,Мартовская,https://nsk.ginfo.ru/ulicy/martovskaya_ulica/
523,Заельцовский,Медкадры,https://nsk.ginfo.ru/ulicy/ulica_medkadry/
524,Заельцовский,Михаила Врубеля,https://nsk.ginfo.ru/ulicy/ulica_mihaila_vrubelya/
525,Заельцовский,Михаила Михеева,https://nsk.ginfo.ru/ulicy/ulica_mihaila_miheeva/
526,Заельцовский,Михаила Перевозчикова,https://nsk.ginfo.ru/ulicy/ulica_mihaila_perevozchikova/
527,Заельцовский,Михайловская,https://nsk.ginfo.ru/ulicy/mihaylovskaya_ulica/
528,Заельцовский,Молдавская,https://nsk.ginfo.ru/ulicy/moldavskaya_ulica/
529,Заельцовский,Моцарта,https://nsk.ginfo.ru/ulicy/ulica_mocarta/
530,Заельцовский,Мочищенское,https://nsk.ginfo.ru/ulicy/mochischenskoe_shosse/
531,Заельцовский,Мочищенское 1-е,https://nsk.ginfo.ru/ulicy/1-e_mochischenskoe_shosse/
532,Заельцовский,Нарядная,https://nsk.ginfo.ru/ulicy/naryadnaya_ulica/
533,Заельцовский,Николая Шипилова,https://nsk.ginfo.ru/ulicy/ulica_nikolaya_shipilova/
534,"Заельцовский, Калининский",Новая,https://nsk.ginfo.ru/ulicy/novaya_ulica/
535,Заельцовский,Облепиховый,https://nsk.ginfo.ru/ulicy/oblepihovyy_pereulok/
536,"Заельцовский, Советский",Обские зори,https://nsk.ginfo.ru/ulicy/ulica_obskie_zori/
537,Заельцовский,Овражная,https://nsk.ginfo.ru/ulicy/ovrazhnaya_ulica/
538,Заельцовский,Олега Кошевого,https://nsk.ginfo.ru/ulicy/ulica_olega_koshevogo/
539,Заельцовский,Ольховый,https://nsk.ginfo.ru/ulicy/olhovyy_pereulok/
540,Заельцовский,Ореховая,https://nsk.ginfo.ru/ulicy/orehovaya_ulica/
541,Заельцовский,Орловская,https://nsk.ginfo.ru/ulicy/orlovskaya_ulica/
542,Заельцовский,Орловский,https://nsk.ginfo.ru/ulicy/orlovskiy_pereulok/
543,Заельцовский,Орловский 1-й,https://nsk.ginfo.ru/ulicy/1-y_orlovskiy_pereulok/
544,Заельцовский,Орловский 2-й,https://nsk.ginfo.ru/ulicy/2-y_orlovskiy_pereulok/
545,Заельцовский,Орловский 3-й,https://nsk.ginfo.ru/ulicy/3-y_orlovskiy_pereulok/
546,Заельцовский,Осиновая,https://nsk.ginfo.ru/ulicy/osinovaya_ulica/
547,Заельцовский,Отрадная,https://nsk.ginfo.ru/ulicy/otradnaya_ulica/
548,Заельцовский,Охотская,https://nsk.ginfo.ru/ulicy/ohotskaya_ulica/
549,Заельцовский,Павелецкая,https://nsk.ginfo.ru/ulicy/paveleckaya_ulica/
550,"Заельцовский, Первомайский",Павлова,https://nsk.ginfo.ru/ulicy/ulica_pavlova/
551,Заельцовский,Падунская,https://nsk.ginfo.ru/ulicy/padunskaya_ulica/
552,Заельцовский,Парадная,https://nsk.ginfo.ru/ulicy/paradnaya_ulica/
553,Заельцовский,Парковая,https://nsk.ginfo.ru/ulicy/parkovaya_ulica/
554,Заельцовский,Пензенская,https://nsk.ginfo.ru/ulicy/penzenskaya_ulica/
555,Заельцовский,Пенсионер,https://nsk.ginfo.ru/ulicy/snt_pensioner/
556,Заельцовский,Переездная,https://nsk.ginfo.ru/ulicy/pereezdnaya_ulica/
557,Заельцовский,Перекат 91-й,https://nsk.ginfo.ru/ulicy/ulica_91-y_perekat/
558,Заельцовский,Перспективная,https://nsk.ginfo.ru/ulicy/perspektivnaya_ulica/
559,Заельцовский,Песочная,https://nsk.ginfo.ru/ulicy/pesochnaya_ulica/
560,Заельцовский,Пестеля,https://nsk.ginfo.ru/ulicy/ulica_pestelya/
561,Заельцовский,Пестеля 1-я,https://nsk.ginfo.ru/ulicy/1-ya_ulica_pestelya/
562,Заельцовский,Пестеля 2-я,https://nsk.ginfo.ru/ulicy/2-ya_ulica_pestelya/
563,Заельцовский,Петровская,https://nsk.ginfo.ru/ulicy/petrovskaya_ulica/
564,Заельцовский,Петрозаводская,https://nsk.ginfo.ru/ulicy/petrozavodskaya_ulica/
565,Заельцовский,Плановая,https://nsk.ginfo.ru/ulicy/planovaya_ulica/
566,Заельцовский,Плодовый,https://nsk.ginfo.ru/ulicy/plodovyy_pereulok/
567,Заельцовский,Победы,https://nsk.ginfo.ru/ulicy/ulica_pobedy/
568,Заельцовский,Полетная,https://nsk.ginfo.ru/ulicy/poletnaya_ulica/
569,Заельцовский,Полетный 1-й,https://nsk.ginfo.ru/ulicy/1-y_poletnyy_pereulok/
570,Заельцовский,Полетный 2-й,https://nsk.ginfo.ru/ulicy/2-y_poletnyy_pereulok/
571,Заельцовский,Полетный 4-й,https://nsk.ginfo.ru/ulicy/4-y_poletnyy_pereulok/
572,Заельцовский,Правый Берег Ельцовки,https://nsk.ginfo.ru/ulicy/ulica_pravyy_bereg_elcovki/
573,Заельцовский,Просторная,https://nsk.ginfo.ru/ulicy/prostornaya_ulica/
574,Заельцовский,Профинтерна,https://nsk.ginfo.ru/ulicy/ulica_profinterna/
575,Заельцовский,Профинтерна 1-й,https://nsk.ginfo.ru/ulicy/1-y_tupik_profinterna/
576,Заельцовский,Радищева,https://nsk.ginfo.ru/ulicy/ulica_radischeva/
577,Заельцовский,Рассвет,https://nsk.ginfo.ru/ulicy/snt_rassvet/
578,Заельцовский,Рельсовая,https://nsk.ginfo.ru/ulicy/relsovaya_ulica/
579,Заельцовский,Рентгеновская,https://nsk.ginfo.ru/ulicy/rentgenovskaya_ulica/
580,Заельцовский,Светлановская,https://nsk.ginfo.ru/ulicy/svetlanovskaya_ulica/
581,Заельцовский,Светлановская 2-я,https://nsk.ginfo.ru/ulicy/2-ya_svetlanovskaya_ulica/
582,Заельцовский,Светлановский 1-й,https://nsk.ginfo.ru/ulicy/1-y_svetlanovskiy_tupik/
583,Заельцовский,Светлановский 2-й,https://nsk.ginfo.ru/ulicy/2-y_svetlanovskiy_tupik/
584,Заельцовский,Светлановский 3-й,https://nsk.ginfo.ru/ulicy/3-y_svetlanovskiy_tupik/
585,Заельцовский,Светлановский 4-й,https://nsk.ginfo.ru/ulicy/4-y_svetlanovskiy_tupik/
586,Заельцовский,Северная,https://nsk.ginfo.ru/ulicy/severnaya_ulica/
587,Заельцовский,Северный Садовод,https://nsk.ginfo.ru/ulicy/snt_severnyy_sadovod/
588,Заельцовский,Семейная,https://nsk.ginfo.ru/ulicy/semeynaya_ulica/
589,Заельцовский,Серебряная,https://nsk.ginfo.ru/ulicy/serebryanaya_ulica/
590,Заельцовский,Серебряные Ключи,https://nsk.ginfo.ru/ulicy/ulica_serebryanye_klyuchi/
591,Заельцовский,Серпуховская,https://nsk.ginfo.ru/ulicy/serpuhovskaya_ulica/
592,Заельцовский,Сеченова,https://nsk.ginfo.ru/ulicy/ulica_sechenova/
593,Заельцовский,Сибирский Авиатор,https://nsk.ginfo.ru/ulicy/spk_sibirskiy_aviator/
594,Заельцовский,Снежная,https://nsk.ginfo.ru/ulicy/snezhnaya_ulica/
595,Заельцовский,Согласия,https://nsk.ginfo.ru/ulicy/ulica_soglasiya/
596,Заельцовский,Союза Молодежи,https://nsk.ginfo.ru/ulicy/ulica_soyuza_molodezhi/
597,Заельцовский,Союза Молодежи 2-я,https://nsk.ginfo.ru/ulicy/2-ya_ulica_soyuza_molodezhi/
598,Заельцовский,Станкевича,https://nsk.ginfo.ru/ulicy/ulica_stankevicha/
599,Заельцовский,Стасова,https://nsk.ginfo.ru/ulicy/ulica_stasova/
600,Заельцовский,Стрижи,https://nsk.ginfo.ru/ulicy/mikrorayon_strizhi/
601,Заельцовский,Студенческая,https://nsk.ginfo.ru/ulicy/studencheskaya_ulica/
602,Заельцовский,Суворова,https://nsk.ginfo.ru/ulicy/ulica_suvorova/
603,Заельцовский,Сухарная,https://nsk.ginfo.ru/ulicy/suharnaya_ulica/
604,Заельцовский,Сухарная 1-я,https://nsk.ginfo.ru/ulicy/1-ya_suharnaya_ulica/
605,Заельцовский,Сухарная 2-я,https://nsk.ginfo.ru/ulicy/2-ya_suharnaya_ulica/
606,Заельцовский,Сухарная Береговая 2-я,https://nsk.ginfo.ru/ulicy/2-ya_suharnaya_beregovaya_ulica/
607,Заельцовский,Сухой Лог,https://nsk.ginfo.ru/ulicy/ulica_suhoy_log/
608,Заельцовский,Таганрогская,https://nsk.ginfo.ru/ulicy/taganrogskaya_ulica/
609,Заельцовский,Таганрогский,https://nsk.ginfo.ru/ulicy/taganrogskiy_pereulok/
610,Заельцовский,Таганрогский 1-й,https://nsk.ginfo.ru/ulicy/1-y_taganrogskiy_pereulok/
611,Заельцовский,Таганрогский 2-й,https://nsk.ginfo.ru/ulicy/2-y_taganrogskiy_pereulok/
612,Заельцовский,Таганская,https://nsk.ginfo.ru/ulicy/taganskaya_ulica/
613,Заельцовский,Таманская,https://nsk.ginfo.ru/ulicy/tamanskaya_ulica/
614,Заельцовский,Территория Горбольницы,https://nsk.ginfo.ru/ulicy/ulica_territoriya_gorbolnicy/
615,Заельцовский,Территория Санатория СибВО Ельцовка,https://nsk.ginfo.ru/ulicy/ulica_territoriya_sanatoriya_sibvo_elcovka/
616,Заельцовский,Тимирязева,https://nsk.ginfo.ru/ulicy/ulica_timiryazeva/
617,Заельцовский,Ударников,https://nsk.ginfo.ru/ulicy/ulica_udarnikov/
618,Заельцовский,Удача,https://nsk.ginfo.ru/ulicy/dnt_udacha/
619,Заельцовский,Уржумская,https://nsk.ginfo.ru/ulicy/urzhumskaya_ulica/
620,Заельцовский,Уссурийская,https://nsk.ginfo.ru/ulicy/ussuriyskaya_ulica/
621,Заельцовский,Уссурийский,https://nsk.ginfo.ru/ulicy/ussuriyskiy_pereulok/
622,Заельцовский,Утренняя,https://nsk.ginfo.ru/ulicy/utrennyaya_ulica/
623,Заельцовский,Уфимская,https://nsk.ginfo.ru/ulicy/ufimskaya_ulica/
624,Заельцовский,Учитель,https://nsk.ginfo.ru/ulicy/snt_uchitel/
625,Заельцовский,Уютная,https://nsk.ginfo.ru/ulicy/uyutnaya_ulica/
626,Заельцовский,Фруктовая,https://nsk.ginfo.ru/ulicy/fruktovaya_ulica/
627,Заельцовский,Хованская,https://nsk.ginfo.ru/ulicy/hovanskaya_ulica/
628,Заельцовский,Холодильная,https://nsk.ginfo.ru/ulicy/holodilnaya_ulica/
629,Заельцовский,Чайковского,https://nsk.ginfo.ru/ulicy/ulica_chaykovskogo/
630,Заельцовский,Черничный,https://nsk.ginfo.ru/ulicy/chernichnyy_pereulok/
631,Заельцовский,Черняховского,https://nsk.ginfo.ru/ulicy/ulica_chernyahovskogo/
632,Заельцовский,Черняховского 2-я,https://nsk.ginfo.ru/ulicy/2-ya_ulica_chernyahovskogo/
633,Заельцовский,Черняховского 3-я,https://nsk.ginfo.ru/ulicy/3-ya_ulica_chernyahovskogo/
634,Заельцовский,Чуйская,https://nsk.ginfo.ru/ulicy/chuyskaya_ulica/
635,Заельцовский,Чусовская,https://nsk.ginfo.ru/ulicy/chusovskaya_ulica/
636,Заельцовский,Шапошникова,https://nsk.ginfo.ru/ulicy/pereulok_shaposhnikova/
637,Заельцовский,Шапошникова 1-й,https://nsk.ginfo.ru/ulicy/1-y_pereulok_shaposhnikova/
638,Заельцовский,Шапошникова 2-й,https://nsk.ginfo.ru/ulicy/2-y_pereulok_shaposhnikova/
639,Заельцовский,Шапошникова 3-й,https://nsk.ginfo.ru/ulicy/3-y_pereulok_shaposhnikova/
640,Заельцовский,Шевцовой,https://nsk.ginfo.ru/ulicy/pereulok_shevcovoy/
641,Заельцовский,Шевцовой 1-й,https://nsk.ginfo.ru/ulicy/1-y_pereulok_shevcovoy/
642,Заельцовский,Шевцовой 1-я,https://nsk.ginfo.ru/ulicy/1-ya_ulica_shevcovoy/
643,Заельцовский,Шевцовой 2-й,https://nsk.ginfo.ru/ulicy/2-y_pereulok_shevcovoy/
644,Заельцовский,Шевцовой 2-я,https://nsk.ginfo.ru/ulicy/2-ya_ulica_shevcovoy/
645,Заельцовский,Шевцовой 3-я,https://nsk.ginfo.ru/ulicy/3-ya_ulica_shevcovoy/
646,Заельцовский,Шевцовой 4-я,https://nsk.ginfo.ru/ulicy/4-ya_ulica_shevcovoy/
647,Заельцовский,Шевцовой 5-я,https://nsk.ginfo.ru/ulicy/5-ya_ulica_shevcovoy/
648,Заельцовский,Школьный,https://nsk.ginfo.ru/ulicy/shkolnyy_pereulok/
649,Заельцовский,Шорная,https://nsk.ginfo.ru/ulicy/shornaya_ulica/
650,Заельцовский,Щорса,https://nsk.ginfo.ru/ulicy/ulica_schorsa/
651,Заельцовский,Энтузиастов,https://nsk.ginfo.ru/ulicy/ulica_entuziastov/
652,Заельцовский,Энтузиастов 1-й ,https://nsk.ginfo.ru/ulicy/1-y_pereulok_entuziastov/
653,Заельцовский,Юннатов,https://nsk.ginfo.ru/ulicy/ulica_yunnatov/
654,Заельцовский,Юрия Магалифа,https://nsk.ginfo.ru/ulicy/ulica_yuriya_magalifa/
655,Заельцовский,Яна Райниса,https://nsk.ginfo.ru/ulicy/ulica_yana_raynisa/
656,Заельцовский,3 Сентября,https://nsk.ginfo.ru/ulicy/ulica_3_sentyabrya/
657,Заельцовский,30 лет Октября,https://nsk.ginfo.ru/ulicy/ulica_30_let_oktyabrya/
658,Калининский,Агрономическая,https://nsk.ginfo.ru/ulicy/agronomicheskaya_ulica/
659,Калининский,Александра Невского,https://nsk.ginfo.ru/ulicy/ulica_aleksandra_nevskogo/
660,Калининский,Александра Освальда,https://nsk.ginfo.ru/ulicy/ulica_aleksandra_osvalda/
661,Калининский,Армавирская,https://nsk.ginfo.ru/ulicy/armavirskaya_ulica/
662,Калининский,Бабаева,https://nsk.ginfo.ru/ulicy/ulica_babaeva/
663,Калининский,Барабинская,https://nsk.ginfo.ru/ulicy/barabinskaya_ulica/
664,Калининский,Батарейная,https://nsk.ginfo.ru/ulicy/batareynaya_ulica/
665,Калининский,Белореченская,https://nsk.ginfo.ru/ulicy/belorechenskaya_ulica/
666,Калининский,Бобруйский,https://nsk.ginfo.ru/ulicy/bobruyskiy_pereulok/
667,Калининский,Бориса Полевого,https://nsk.ginfo.ru/ulicy/ulica_borisa_polevogo/
668,Калининский,Бунина,https://nsk.ginfo.ru/ulicy/ulica_bunina/
669,Калининский,Василия Клевцова,https://nsk.ginfo.ru/ulicy/ulica_vasiliya_klevcova/
670,Калининский,Великолукский,https://nsk.ginfo.ru/ulicy/velikolukskiy_pereulok/
671,Калининский,Венгеровская,https://nsk.ginfo.ru/ulicy/vengerovskaya_ulica/
672,Калининский,Вересковая,https://nsk.ginfo.ru/ulicy/vereskovaya_ulica/
673,Калининский,Верхоянская,https://nsk.ginfo.ru/ulicy/verhoyanskaya_ulica/
674,Калининский,Веселовская,https://nsk.ginfo.ru/ulicy/veselovskaya_ulica/
675,Калининский,Владимира Шлапакова,https://nsk.ginfo.ru/ulicy/ulica_vladimira_shlapakova/
676,Калининский,Вольная,https://nsk.ginfo.ru/ulicy/volnaya_ulica/
677,Калининский,Восход Пашинский,https://nsk.ginfo.ru/ulicy/tsn_voshod_pashinskiy/
678,Калининский,Габова,https://nsk.ginfo.ru/ulicy/ulica_gabova/
679,Калининский,Газовая 1-я,https://nsk.ginfo.ru/ulicy/1-ya_gazovaya_ulica/
680,Калининский,Газовая 2-я,https://nsk.ginfo.ru/ulicy/2-ya_gazovaya_ulica/
681,Калининский,Галковского,https://nsk.ginfo.ru/ulicy/ulica_galkovskogo/
682,Калининский,Генераторная,https://nsk.ginfo.ru/ulicy/generatornaya_ulica/
683,Калининский,Геннадия Заволокина,https://nsk.ginfo.ru/ulicy/ulica_gennadiya_zavolokina/
684,Калининский,Годовикова,https://nsk.ginfo.ru/ulicy/ulica_godovikova/
685,Калининский,Гребенщикова,https://nsk.ginfo.ru/ulicy/ulica_grebenschikova/
686,Калининский,Двинская,https://nsk.ginfo.ru/ulicy/dvinskaya_ulica/
687,Калининский,Декоративная,https://nsk.ginfo.ru/ulicy/dekorativnaya_ulica/
688,Калининский,Дергунова,https://nsk.ginfo.ru/ulicy/ulica_dergunova/
689,Калининский,Диксон,https://nsk.ginfo.ru/ulicy/st_dikson/
690,Калининский,Доволенская,https://nsk.ginfo.ru/ulicy/dovolenskaya_ulica/
691,Калининский,Дозорная,https://nsk.ginfo.ru/ulicy/dozornaya_ulica/
692,Калининский,Донецкая,https://nsk.ginfo.ru/ulicy/doneckaya_ulica/
693,Калининский,Донецкий,https://nsk.ginfo.ru/ulicy/doneckiy_pereulok/
694,Калининский,Дунаевского,https://nsk.ginfo.ru/ulicy/ulica_dunaevskogo/
695,Калининский,Здвинская,https://nsk.ginfo.ru/ulicy/zdvinskaya_ulica/
696,Калининский,Земнухова,https://nsk.ginfo.ru/ulicy/ulica_zemnuhova/
697,Калининский,Знаменская,https://nsk.ginfo.ru/ulicy/znamenskaya_ulica/
698,Калининский,Игарская,https://nsk.ginfo.ru/ulicy/igarskaya_ulica/
699,Калининский,Илимская,https://nsk.ginfo.ru/ulicy/ilimskaya_ulica/
700,Калининский,Ирменская,https://nsk.ginfo.ru/ulicy/irmenskaya_ulica/
701,Калининский,Кайтымовская,https://nsk.ginfo.ru/ulicy/kaytymovskaya_ulica/
702,Калининский,Карасукская,https://nsk.ginfo.ru/ulicy/karasukskaya_ulica/
703,Калининский,Каргатская,https://nsk.ginfo.ru/ulicy/kargatskaya_ulica/
704,Калининский,Карельская,https://nsk.ginfo.ru/ulicy/karelskaya_ulica/
705,Калининский,Карпатская,https://nsk.ginfo.ru/ulicy/karpatskaya_ulica/
706,Калининский,Ковалевского,https://nsk.ginfo.ru/ulicy/ulica_kovalevskogo/
707,Калининский,Корабельная,https://nsk.ginfo.ru/ulicy/korabelnaya_ulica/
708,Калининский,Коченевская,https://nsk.ginfo.ru/ulicy/kochenevskaya_ulica/
709,Калининский,Кочковская,https://nsk.ginfo.ru/ulicy/kochkovskaya_ulica/
710,Калининский,Кочубея,https://nsk.ginfo.ru/ulicy/ulica_kochubeya/
711,Калининский,Краснодонский 1-й,https://nsk.ginfo.ru/ulicy/1-y_krasnodonskiy_pereulok/
712,Калининский,Краснодонский 2-й,https://nsk.ginfo.ru/ulicy/2-y_krasnodonskiy_pereulok/
713,Калининский,Красноозерская,https://nsk.ginfo.ru/ulicy/krasnoozerskaya_ulica/
714,Калининский,Красных Зорь,https://nsk.ginfo.ru/ulicy/ulica_krasnyh_zor/
715,Калининский,Краузе,https://nsk.ginfo.ru/ulicy/ulica_krauze/
716,Калининский,Купинская,https://nsk.ginfo.ru/ulicy/kupinskaya_ulica/
717,Калининский,Курчатова,https://nsk.ginfo.ru/ulicy/ulica_kurchatova/
718,Калининский,Кыштовская,https://nsk.ginfo.ru/ulicy/kyshtovskaya_ulica/
719,Калининский,Ладожская,https://nsk.ginfo.ru/ulicy/ladozhskaya_ulica/
720,Калининский,Леваневского,https://nsk.ginfo.ru/ulicy/ulica_levanevskogo/
721,Калининский,Лейтенанта Амосова,https://nsk.ginfo.ru/ulicy/ulica_leytenanta_amosova/
722,Калининский,Любитель,https://nsk.ginfo.ru/ulicy/st_lyubitel/
723,Калининский,Магистральная,https://nsk.ginfo.ru/ulicy/magistralnaya_ulica/
724,Калининский,Магистральный 1-й,https://nsk.ginfo.ru/ulicy/1-y_magistralnyy_pereulok/
725,Калининский,Магистральный 10-й,https://nsk.ginfo.ru/ulicy/10-y_magistralnyy_pereulok/
726,Калининский,Магистральный 11-й,https://nsk.ginfo.ru/ulicy/11-y_magistralnyy_pereulok/
727,Калининский,Магистральный 7-й,https://nsk.ginfo.ru/ulicy/7-y_magistralnyy_pereulok/
728,Калининский,Магистральный 8-й,https://nsk.ginfo.ru/ulicy/8-y_magistralnyy_pereulok/
729,Калининский,Магистральный 9-й,https://nsk.ginfo.ru/ulicy/9-y_magistralnyy_pereulok/
730,Калининский,Макаренко,https://nsk.ginfo.ru/ulicy/ulica_makarenko/
731,Калининский,Малая,https://nsk.ginfo.ru/ulicy/malaya_ulica/
732,Калининский,Малая Кавалерийская,https://nsk.ginfo.ru/ulicy/malaya_kavaleriyskaya_ulica/
733,Калининский,Малая Кропоткина,https://nsk.ginfo.ru/ulicy/malaya_ulica_kropotkina/
734,Калининский,Малая МОПРа,https://nsk.ginfo.ru/ulicy/ulica_malaya_mopra/
735,Калининский,Малая Плеханова,https://nsk.ginfo.ru/ulicy/malaya_ulica_plehanova/
736,Калининский,Маслянинская,https://nsk.ginfo.ru/ulicy/maslyaninskaya_ulica/
737,Калининский,Матросская,https://nsk.ginfo.ru/ulicy/matrosskaya_ulica/
738,Калининский,Мачтовая,https://nsk.ginfo.ru/ulicy/machtovaya_ulica/
739,Калининский,Межевая,https://nsk.ginfo.ru/ulicy/mezhevaya_ulica/
740,Калининский,Михаила Востокова,https://nsk.ginfo.ru/ulicy/ulica_mihaila_vostokova/
741,Калининский,Михаила Немыткина,https://nsk.ginfo.ru/ulicy/ulica_mihaila_nemytkina/
742,Калининский,Мореходная,https://nsk.ginfo.ru/ulicy/morehodnaya_ulica/
743,Калининский,Мошковская,https://nsk.ginfo.ru/ulicy/moshkovskaya_ulica/
744,Калининский,Мошковский,https://nsk.ginfo.ru/ulicy/moshkovskiy_pereulok/
745,Калининский,Мясниковой,https://nsk.ginfo.ru/ulicy/ulica_myasnikovoy/
746,Калининский,Народная,https://nsk.ginfo.ru/ulicy/narodnaya_ulica/
747,Калининский,Николая Захарова,https://nsk.ginfo.ru/ulicy/ulica_nikolaya_zaharova/
748,Калининский,Николая Кудрина,https://nsk.ginfo.ru/ulicy/ulica_nikolaya_kudrina/
749,Калининский,Новаторский,https://nsk.ginfo.ru/ulicy/novatorskiy_pereulok/
750,Калининский,Новаторский 1-й,https://nsk.ginfo.ru/ulicy/1-y_novatorskiy_pereulok/
751,Калининский,Новоуральская,https://nsk.ginfo.ru/ulicy/novouralskaya_ulica/
752,Калининский,Новочеркасская,https://nsk.ginfo.ru/ulicy/novocherkasskaya_ulica/
753,Калининский,Объединения,https://nsk.ginfo.ru/ulicy/ulica_obedineniya/
754,Калининский,Овчукова,https://nsk.ginfo.ru/ulicy/ulica_ovchukova/
755,Калининский,Окружная,https://nsk.ginfo.ru/ulicy/okruzhnaya_ulica/
756,Калининский,Олимпийское,https://nsk.ginfo.ru/ulicy/st_olimpiyskoe/
757,Калининский,Оптическая,https://nsk.ginfo.ru/ulicy/opticheskaya_ulica/
758,Калининский,Ордынская,https://nsk.ginfo.ru/ulicy/ordynskaya_ulica/
759,Калининский,Патронная,https://nsk.ginfo.ru/ulicy/patronnaya_ulica/
760,Калининский,Пашинская Заря,https://nsk.ginfo.ru/ulicy/st_pashinskaya_zarya/
761,Калининский,Писемского,https://nsk.ginfo.ru/ulicy/ulica_pisemskogo/
762,Калининский,Плеханова,https://nsk.ginfo.ru/ulicy/ulica_plehanova/
