,category,name,uri,address,description,work_time
43,Музеи,Каргатский музей истории,https://skk-yunost.nsk.muzkult.ru/muzei,"Новосибирская область, Каргатский район, г. Каргат, ул. Вокзальная, 37а","Уникальность музея состоит в том, что он располагает макетом города, который составлен по рассказам старожил. Макет включает бывшую Миргородскую церковь, дом купца Мариупольского, кожевенный и конный заводы и другие достопримечательности Каргата начала XX в.Музей проводит акции: «Георгиевская ленточка», «Полевое письмо»; классные часы: «Мы память бережно храним», «Сталинградская битва», «Обряды, традиции Сибири», «Памятники природы и человека», «Судьбы, опаленные войной — течет река времени», «Экологический час». Разработан план выездных экскурсий по городу Каргату «Как все начиналось».","понедельник — пятница с 9:00 до 18:00, суббота с 10:00 до 15:00"
44,Природа,Озеро Чаны,отсутствует,"Новосибирская область,Чановский район, Таганский сельсовет, с. Таган","Чаны состоят из 3 соединенных протоками озер: Большие Чаны, Малые Чаны и Яркуль. Вода в разных частях озера различной минерализации. В Малых Чанах, куда впадает река Каргат, вода пресная, в Больших Чанах — солоноватая, а в Яркуле — соленая. Максимальная температура воды летом +28,3°С. Озеро Чаны является излюбленным местом для зимней и летней рыбалки. В водоеме обитают 16 видов рыб! Кроме того, Чаны — настоящее птичье «государство». В его акватории обитает около 300 видов птиц. Рыбаки и охотники приезжают к озеру из разных уголков нашей страны. На озере около 70 островов. Острова и полуострова обладают характерной особенностью: большинство из них вытянуто с юго-запада на северо-восток.",круглосуточно
45,Музеи,Краеведческий музей Убинского района,http://km.ubin.edu54.ru/,"Новосибирская область, Убинский район, с. Убинское, ул. Майская, 4","Гордость музея — коллекция самотканых льняных рушников, представленная в экспозиции «Русская горница». Предметы старины: кринки, самовары, плуг, серп, цеп, коромысло и другие, собранные в музее, расскажут о тяжелой жизни сибирских крестьян. В музее представлен уникальный экспонат: старинный самодельный деревянный безмен (весы). Экспозиция «Животный мир Барабы» познакомит с представителями фауны Убинского района. Особое место занимает экспозиция «Воинская слава», рассказывающая об участии земляков в Великой Отечественной войне, работе в тылу и жизни района в этот исторический период. Кроме постоянных экспозиций, в музее проводятся временные выставки как из собственных фондов, так и из фондов областных музеев.","вторник-пятница с 9:00 до 17:00, суббота с 9:00 до 15:00, обед с 13:00 до 14:00"
46,Музеи,Баганский районный краеведческий музей,www.rkm.bag.edu54.ru,"Новосибирская область, Баганский район, с. Баган, ул. Ленина, 44","В настоящее время музей насчитывает более семи тысяч экспонатов основного и научно-вспомогательного фонда. Собраны коллекции: документов, живописи, графики, скульптуры, прикладного искусства, быта и этнографии, нумизматики, археологии и техники. Богатый материал накоплен по Великой Отечественной войне 1941–1945 гг. На основе собранного материала открыты и действуют залы: археологический, Великой Отечественной войны, современности, природы, лекционный, выставочный; постоянные экспозиции: «Установление Советской власти», «Крестьянская изба», «Льняные смотрины», «Предметы труда и быта».","Понедельник-пятница: c 9:00 до 17:00, Суббота, воскресенье — выходные дни"
47,Храм,Храм во имя Святого пророка Илии,http://hramkargata.ru/,"Новосибирская область,Каргатский район, г. Каргат, ул. Советская, 122А","Храм популярен среди верующих всей страны. Гранит, мрамор, каменные иконостасы, 11 мозаичных икон (самая большая – 4,3 м высотой). В Храме во имя святого пророка Илии хранится множество святынь: Икона Преподобного Сергия Радонежского с мощами, пожертвованная из Троице-Сергиевой лавры; Икона Преподобного Федора Томского с частичкой гроба Святого; Икона Преподобного Евфимия Суздальского с мощами; Икона Святителя Николая Митрополита Алма-Атинского с мощами, пожертвованная игуменом Филиппом из монастыря Архангела Михаила; Икона Святой Матроны Московской с мощами.","понедельник – пятница, воскресенье: с 9:00 до 15:00, суббота: с 8:00 до 17:00"
48,Храм,Церковь во имя Святых апостолов Петра и Павла,https://trip2sib.ru/,"Новосибирская область,Ордынский район, с. Чингис, ул. Пролетарская, 6а","Первая деревянная церковь, построенная на деньги местных купцов, была освящена в 1756 году. Здесь хранилось множество икон и святынь. Но в 30-х годах XX века произошел пожар, и церковь сгорела. В 1998 году местными жителями принято решение о восстановлении церкви. Сегодня на том же месте находится кирпичное здание, украшенное иконами местного письма. Церковь во имя Cвятых апостолов Петра и Павла уникальна тем, что ее стены расписаны цветной глиной, выходящей на поверхность в нескольких сотнях метров от села Чингис, на берегу реки Малый Чингис. В XIX веке в селе была собственная школа глиняной росписи: красками, изготовленными из местной глины, расписывали посуду и фрески.",неизвестно
49,Храм,Часовня преподобного Геннадия Афонского,https://trip2sib.ru/,"Новосибирская область, Ордынский район, д. Новый Шарап,ул. Советская, 25 к1","Рядом с часовней находится памятник Геннадию Заволокину. Также недалеко от часовни расположен музей с постоянной выставкой, посвященной жизни и творчеству талантливого музыканта. Здесь же находится площадка, на которой раз в два года проходит фестиваль «Играй, гармонь». Популярное место для фотосессий",неизвестно
50,Памятники,Поклонный крест,отсутствует,"Новосибирская область, Ордынский район, с. Новопичугово","Очень популярное туристическое место в Ордынском районе — слияние реки Ирмень с Обским морем. Здесь установлен памятный крест в честь знаменитого сражения отряда воеводы Андрея Воейкова и сибирского хана Кучума — поворотного в истории Сибири и Российского государства. Решающее сражение произошло в устье реки Ирмень 20 августа 1598 года. Войско хана Кучума было практически выбито, его дети и жены пленены, а сам «сибирский хан» бежал. Эта победа означала окончательное освобождение Сибири от власти ханов.",круглосуточно
51,Музеи,Петропавловский краеведческий музей,https://vk.com/club125612784,"Новосибирская область,Краснозерский район, с. Петропавловка, ул. Полтавская, 2","Музейная площадка, которая включает залы этнографии, археологии, боевой и трудовой славы, истории развития образования в селе и истории непосредственно села Петропавловка. Музей под открытым небом включает воссозданную «Улицу первых поселенцев», памятную экспозицию «Страницы летописи малой Родины» и реальную сельскохозяйственную ретро-технику. А также здесь есть мастерская предков, где проводятся мастер-классы по ткачеству и прядению на веретене и прялке. Каждый посетитель может попробовать себя в роли ткачихи или пряхи, конечно, под руководством опытных мастеров.","понедельник-суббота с 09:00 до 17:00, обед с 13:00 до 14:00, воскресенье — выходной день"
52,Музеи,Краснозерский музей имени Василия Коробейникова,https://galleru-krasn.wixsite.com/krasmuz,"Новосибирская область, Краснозерский район, р.п. Краснозерское, ул. Октябрьская, 35","Краснозерский художественно-краеведческий музей имени Василия Коробейникова был основан в 1970 году как картинная галерея, а сегодня — это полноценный музей. Работы более 250 художников из Новосибирской области и других городов России и другие экспозиции, знакомящие с местной историей и традициями, находятся в художественном фонде музея. Рекомендуем к посещению во время отдыха в санатории «Краснозерский». Традиционно с большим успехом в музее проходит акция «Ночь музеев».","понедельник-четверг с 09:00 до 18:00, пятница с 09:00 до 17:00, суббота с 10:00 до 15:00, воскресенье — выходной день"
53,Музеи,Заволокинская деревня,https://zavolokin.ru/about/mezhdunarodny-j-festival-im-g-zavolokina,"Новосибирская область, Ордынский район, д. Новый Шарап","«Заволокинская деревня» расположена на 95-м километре Ордынской трассы, на месте гибели Геннадия Заволокина — гармониста и Народного артиста России. Здесь проводится знаменитый на всю страну фестиваль «Играй, гармонь». На праздник народной песни приезжают участники со всех уголков мира. В «Заволокинской деревне» находятся: памятник артисту и музей его имени, Часовня во имя преподобного Геннадия Афонского, смотровая башня, беседки и веранда. В деревянном доме-музее можно увидеть большую коллекцию гармошек, баянов и аккордеонов, виниловых пластинок, велосипедов, а также коллекцию видеокассет со всеми записями передачи «Играй, гармонь».",неизвестно
54,Храм,Часовня во имя святого благоверного и великого князя Александра Невского,отсутствует,"Новосибирская область,Здвинский район, с. Цветники, ул. Центральная, 32","Часовня во имя святого благоверного и великого князя Александра Невского была открыта и освящена 12 сентября 2014 года Преосвященнейшим Филиппом, епископом Карасукского и Ордынского районов.",круглосуточно
55,Музеи,Колыванский краеведческий музей,http://kolyvan-museum.ru/,"Новосибирская область, Колыванский район, р. п. Колывань, ул. Карла Маркса, 66","С 2014 года он находится в доме купца Е.А. Жернакова, потомственного Почетного гражданина города Колывани. 15 тысяч человек посещают музей ежегодно.Экспозиция представлена в 7 залах. В выставочных залах — работы мастеров-прикладников, художников-профессионалов и любителей. Во дворе музея размещен уличный комплекс «Город на Московском тракте», позволяющий посетителям ощутить атмосферу того времени, когда Московско-Сибирский тракт только начинал свое существование. Для туристов разработаны маршруты «По улицам старинного купеческого города», «Дорога к храму», «По Московско-Сибирскому тракту — в древнее поселение чатов»","летний период: с 9:00 до 18:00, суббота, воскресенье — выходные дни; зимний период: с 9:00 до 18:00, воскресенье, понедельник — выходные дни"
56,Музеи,Усадьба чатского татарина,https://trip2sib.ru,"Новосибирская область, Колыванский район, д. Юрт-Ора, ул. Центральная, 50","Комплекс представляет собой единственное в Новосибирской области сочетание исторического, этнографического и археологического культурного наследия. В музей «Усадьба чатского татарина» входят: изба, которая находится в помещении дома постройки начала XX-го века, где воссоздан быт и уклад жизни семьи татар-чатов; стенды с уникальными архивными материалами о родах деревни Юрт-Ора с XVI века, традиционная национальная одежда, обувь и другие раритеты.",предварительная запись обязательна
57,Музеи,Изба старателя,https://vk.com/turizmmsl,"Новосибирская область, Маслянинский район, с. Егорьевское, Почтовый переулок, 2","Старинная изба, где воссоздан быт людей, которые первыми добывали здесь золото: русская печь, кружевные покрывала, ковры, подвесная люлька и многое другое. Помимо избы гости увидят пригон для лошадей, баню по-черному, амбар, уникальные старинные вещи, орудия и фотографии.",неизвестно
58,Музеи,Дом и контора управляющего,https://youmuseum.ru,"Новосибирская область, Сузунский район, р. п. Сузун, ул. Ленина, 15","В экспозиции Дома и конторы управляющего Сузунским медеплавильным заводом воссозданы интерьеры 70-х годов XIX века — времени, когда в этом доме жил и работал известный инженер Александр Черкасов, один из последних управляющих завода. Посетители увидят просторную гостиную, спальню для супругов, спальню для девочек, а также канцелярию и кабинет управляющего с большим столом и библиотекой. В музее собраны коллекции мебели, фарфора, оружия, костюмы и документы конца XIX – начала XX века.",круглосуточно
59,Музеи,Музей сибирской народной иконы,https://youmuseum.ru/,"Новосибирская область, Сузунский район, р. п. Сузун, ул. Калинина, 7","Музей находится в здании-памятнике регионального значения «Здание церковно-приходской школы» постройки конца XIX века. Экспозиция музея посвящена малоизвестному культурному феномену — народной иконе. Народная икона появилась в Сибири в эпоху массовых переселений крестьян в конце XIX – начале XX века. Сузунский иконописный промысел снабжал иконами весь сибирский край. В экспозиции музея представлено более пятисот подлинных предметов: более двухсот экземпляров домашней народной иконы, медно-литая православная пластика, книги и предметы церковной утвари. В музее даже представлены иконы, разрубленные топором во время репрессий.","среда-воскресенье: с 10:00 до 18:00, понедельник, вторник — выходные дни"
60,Музеи,Центр исторической информации,https://center-istorii.nsk.muzkult.ru/,"Новосибирская область, Сузунский район, р. п. Сузун, ул. Островского, 2","Экспозиция музея «Время. События. Люди» наполнена подлинными предметами в максимально открытом доступе, интерактивными зонами, макетами, реконструкциями одежды. Выставочный зал предназначен для сменных выставок. Сотрудники музея могут помочь в сохранении памяти родословной в генеалогической лаборатории.","понедельник-пятница: с 8:00 до 17:00, суббота: с 9:00 до 16:00, воскресенье — выходной день"
61,Музеи,Музейный комплекс Куйбышева,http://www.museumcomplexnso.ru/,"Новосибирская область, Куйбышевский район, Куйбышев, ул. Коммунистическая, 29","В атмосферном музейном комплексе сохранен жилой купеческий интерьер конца XIX — начала ХХ века. На втором этаже — экспозиция «Наш край в годы Великой Отечественной войны 1941–1945 годов», а на территории внутреннего двора — экспозиция под открытым небом «Дворовое купеческое хозяйство конца ХIX – начала ХХ века». Музей предлагает обзорные и тематические экскурсии и пешеходную экскурсию, проводимую по старинной части города, которая знакомит с историей возникновения Куйбышева (Каинска).","вторник-четверг с 10:00 до 17:00, пятница-суббота с 10:00 до 16:00; воскресенье, понедельник — выходные дни"
62,Музеи,Ордынский историко-художественный музей,https://ord-mus54.ru/,"Новосибирская область, Ордынский район, р. п. Ордынское, проспект Революции,15","В отделе природы можно увидеть останки древних животных и орудия труда древних людей, которые были найдены на территории Ордынского района. Истории образования рабочего поселка Ордынское, начиная с образования Золотой Орды, посвящена отдельная экспозиция. В большом и малом выставочных залах проходят сменные или передвижные выставки, или творческие работы мастеров декоративно-прикладного искусства.","понедельник-пятница: с 9:00 до 17:00,суббота, воскресенье — выходные дни"
63,Музеи,Бердский историко-художественный музей,https://музейбердска.рф/,"Новосибирская область, Бердск, ул. Спортивная, 9","Здесь Вам расскажут историю сибирской Атлантиды — города Бердска, который был затоплен в послевоенные годы для строительства новосибирской ГЭС. А еще Бердский историко-художественный музей сегодня — это более 16 тысяч единиц хранения, три экспозиции и 7 выставочных площадок, на которых ежегодно проходят более 50 выставок художников, скульпторов, мастеров декоративно-прикладного искусства и более сотни мероприятий: лекции, конкурсы, фестивали, концерты и даже театральные постановки. В музее работает несколько творческих музейных объединений, а количество посещений стремительно приближается к отметке 20 000 человек в год. В музее работает постоянная экспозиция «Листая Книгу Памяти». Она посвящена жизни Бердска и бердчан в годы Великой Отечественной войны на фронте и в тылу. С 2020 года в экспозиции размещен интерактивный стол с мультимедийным проектом «Книга памяти».","вторник-пятница: с 10:00 до 18:00, суббота: с 10:00 до 16:00, понедельник, воскресенье – выходные дни"
64,Храм,Храм во имя Святого князя Александра Невского,https://kolivan-nevsky.ru/,"Новосибирская область, Колыванский район, р. п. Колывань, ул. Калинина, 22","В советские годы храм был разрушен и разорен. Лишь в 1992 году завершилась его реставрация. Храм имеет форму креста и связан с колокольней (высотой 27 м) в одно здание. Покровский Александро-Невский епархиальный женский монастырь располагается на территории храма с 1991 года. В храме хранится икона благоверного князя Александра Невского с частицей мощей и другие святыни.","ежедневно с 9:00 до 17:00"
65,Музеи,Церковно-исторический музей,https://trip2sib.ru/,"Новосибирская область, Искитим, микрорайон Ложок, ул. Центральная","В XX веке здесь находился Искитимский штрафной лагерь СибЛАГа. Говорят, что живым из него никто не возвращался. На месте очередной страшной расправы забил святой родник. Несколько десятков лет православные христиане со всей страны приезжают к Святому источнику, чтобы помолиться об исцелении души и тела. В 2015 году начал принимать паломников Храм в честь Новомучеников и Исповедников Церкви Русской. В цокольном этаже здания расположен музей. Посетители могут познакомиться с документами и личными вещами узников СибЛАГа, среди которых было немало священников. Чудом сохранившиеся фотографии передают гнетущую атмосферу того времени, тяжелейшие условия жизни заключенных. Здесь можно увидеть вагонетку, на которой руками поднимали наверх добытый в карьере известняк. В одной из комнат выполнена реконструкция камеры изолятора для узников лагерного пункта. Музей бережно хранит память об этих трагических событиях в истории нашей страны. Для полного погружения рекомендуем экскурсию с гидом.","суббота с 10:00 до 16:00"
66,Храм,Храм в честь Новомучеников и Исповедников Церкви Русской,https://trip2sib.ru/,"Новосибирская область, Искитим, микрорайон Ложок, ул. Центральная","В XX веке здесь находился Искитимский штрафной лагерь СибЛАГа (жестокий «каторжный лагерь»). Говорят, что живым из него никто не возвращался. На месте очередной страшной расправы забил святой родник. Несколько десятков лет православные христиане со всей страны приезжают к Святому источнику, чтобы помолиться об исцелении души и тела. В 2006 году на Святом источнике Владыка Тихон, архиепископ Новосибирский и Бердский, освятил закладной камень Храма в честь Новомучеников и Исповедников Церкви Русской. Строительство продолжалось почти десять лет. В 2015 году храм был освящен и начал действовать. В цокольном этаже здания располагается музей, посвященный гонениям не только на Церковь, но и в целом репрессиям.","ежедневно с 09:00 до 18:00"
67,Природа,Ложок. Святой источник,http://prihodlojok.ru/,"Новосибирская область, Искитим, микрорайон Ложок","С 1929 по 1956 годы здесь находился один из спецлагерей тоталитарного режима — Искитимский штрафной лагерь СибЛАГа. Это был жестокий «каторжный лагерь», в котором наравне с преступниками и рецидивистами содержались политзаключенные и священнослужители. Погибли тысячи людей. На месте очередной страшной расправы забил родник с кристально чистой водой, который считается святым. Здесь же есть храм и музей о политических репрессиях ХХ века. Несколько десятков лет православные христиане со всей страны приезжают к Святому источнику, чтобы помолиться об исцелении души и тела.","круглосуточно"
68,Природа,Никоновский (Талица) водопад,отсутствует,"Новосибирская область, Маслянинский район, водопад Талица","Он расположен в лесу и имеет природное происхождение. Скальные породы образуют уступ порядка 10 метров, с которого вода с шумом ниспадает в небольшое озеро. Водопад называют Талицей, как и саму реку, на которой он расположен.",круглосуточно
69,Природа,Суенгинский водопад,отсутствует,"Новосибирская область, Маслянинский район, Суенгинский водопад","Суенга с тюркского обозначает «таежная река» и неудивительно — она находится в самом сердце Салаирского кряжа. Эта древняя горная система, которая насчитывает сотни миллионов лет. Река является золотоносной и по сегодняшний день здесь можно увидеть драгу, экскаваторы и другую спецтехнику старателей. А село Егорьевское вообще считается золотодобывающей столицей Новосибирской области. Однако Суенга известна не только этим. Здесь находится каскад водопадов, которым можно любоваться не один час. Благодаря ГЭС к нему есть удобный асфальтированный подъезд. Кафе или баз отдыха здесь нет. Но от этого людям, которые ищут умиротворение и тишину, тем ценнее данное место. Ниже по течению вода постепенно успокаивается и превращается в реку, где можно искупаться, поплавать на лодке или половить рыбу. А также здесь есть уютные полянки, на которых можно разбить палатки и устроиться на ночлег. Если вы занимаетесь рафтингом, то можете встретить таких же любителей, которые сплавляются с самого верха водопада. А в полукилометре отсюда находятся пещеры Суенгинская и Колючая, которые вы также можете посетить.",круглосуточно
70,Природа,Водопад Бучило,отсутствует,"Новосибирская область, Искитимский район, село Старососедово","Водопад образован выходом скальных пород и рекой. Высота его – приблизительно 5 метров. Вода здесь кристально чистая, так как проходит через горные породы богатые известняком. В верхней части водопада есть небольшая пещера, где водятся выдры. Красота этого места завораживает. Им можно любоваться зимой, потому что вода не замерзает даже в самые сильные морозы. Здесь можно встретить редкие виды растений, животных и насекомых.",круглосуточно
71,Природа,Березовские скалы,https://vk.com/tur_msl,"Новосибирская область, Маслянинский район","Экологическая тропа начинается у высокой скалы, которая выходит к берегу реки Бердь. Дальше тропа круто идет вверх и в конечном итоге приводит туристов на вершину. Можно подолгу любоваться окрестностями. Это живописное место путешественники называют «карманным Алтаем». Все как в настоящих горах, только в миниатюре. Березовские скалы – излюбленный объект экстремалов: здесь несколько вертикальных трасс различной сложности, на которых проводят фестивали и чемпионаты Новосибирской области по альпинизму. А еще здесь проходят тренировки по горной подготовке новосибирских спасателей. Высота утесов достигает 50 метров.",круглосуточно
72,Природа,Бердские скалы,https://irsutur.edusite.ru/p168aa1.html,"Новосибирская область, Искитимский район","Гора Зверобой – уникальное место в Искитимском районе Новосибирской области. С ее вершины открываются захватывающие дух пейзажи на долину реки и окружающие просторы. Аналогичное название носит эко-маршрут, предполагающий прогулку по территории заповедника и подъем на Бердские скалы. Тропа проходит через лесной массив, расположенный на охраняемой территории, и приводит к скальному участку прямо на речном берегу. На Бердские скалы экскурсии из Новосибирска очень популярны, поэтому стоит позаботиться о бронировании заранее, чтобы пройтись с гидом по удивительному маршруту, наслаждаясь красотой природы.",круглосуточно
73,Природа,Беловский водопад,отсутствует,"Новосибирская область, Искитимский район","Беловский водопад быстро приобрел областную известность. Его окружает живописный березовый лес и просторные поляны, на которых устанавливаются многочисленные палатки. В теплой нижней запруде купаются, а на берегу – загорают и готовят уху из свежевыловленной рыбы. По вечерам поют песни под гитару или устраивают дискотеки на свежем воздухе. Выбирайте для поездки на водопад сухую погоду, так как несколько дождливых дней делают грунтовую дорогу труднопреодолимой.",круглосуточно
74,Природа,Караканский бор,отсутствует,"Новосибирская область, Ордынский район","Караканский бор – сочетание ленточных боров Алтая и приобских лесов. Расположен на территории Ордынского, а также частично на территории Искитимского и Сузунского районов. Это живописное место, которое завораживает и притягивает путешественников со всей России своей первозданностью. Здесь можно гулять или собирать грибы и ягоды, наслаждаясь нетронутой природой. Караканский бор – место обитания редких животных и растений, занесенных в федеральную Красную книгу.",круглосуточно
75,Природа,Абрашинский карьер,http://оазис-нск.рф/,"Новосибирская область, д. Абрашино","Абрашинский карьер ещё называют Мраморным озером. Находится оно приблизительно в 150 километрах от Новосибирска рядом с деревней Абрашино. Сам карьер занимает 300 метров в длину и 130 в ширину. Вода в нем чистая и прозрачная. Хорошо видно множество красивых рыб (форель, плотва, окуни), ловля которых запрещена. Здесь можно купаться, загорать, ездить на катамаранах. Отдохнуть и поесть можно в беседках или кафе. Также здесь расположилась школа дайвинга, которая позволит насладиться красотой глубин карьера поближе. Или предлагаем попробовать сноркелинг — это плавание под водой с маской, дыхательной трубкой и ластами. Всё необходимое оборудование можно взять в аренду в школе. Остановиться можно на базе «Оазис», в одном из деревянных домов, которые находятся на берегу карьера. Однако в сезон советуем заранее забронировать место — желающих очень много, так как это место популярное. Здесь также есть возможность ночевать в палатках возле самой воды. А если вы ищете место потише, то остановиться можно в самой деревне на базе «Курорт Абрашино», которая состоит из четырех небольших домов. От базы до озера всего 10-15 минут пешком.",круглосуточно
76,Памятники,Памятник Сибирской монете,https://vk.com/club193119406,"Новосибирская область, Сузунский район, р. п. Сузун, ул. Ленина","Сибирские монеты чеканились на Сузунском монетном дворе в 1766-1781 годах. От общероссийских они отличались тем, что на аверсе имели изображение сибирского герба. Десять копеек диаметром больше метра украсили благоустроенную Монетную площадь. Памятник установили 17 октября 2013 года, практически на том месте, где когда-то стоял медеплавильный завод. В основе памятника — монолит горной породы, из которой плавилась сузунская медь.",круглосуточно
77,Музеи,Лавка купчихи Смирновой,https://vk.com/club193119406,"Новосибирская область, Сузунский район, с. Битки, ул. Ленина, 46","Лавка со складскими сараями построена в 1904 году. Этот объект культурно-исторического наследия регионального значения, также как и дом купчихи, стоит на возвышенности и доминирует в застройке сельской площади. Лавка представляет собой прямоугольное одноэтажное кирпичное здание под металлической крышей. Кирпичный декор здания стилизован под формы русского каменного зодчества XVII-XVIII веков.",неизвестно
78,Музеи,Жилой дом купчихи Смирновой,https://vk.com/club193119406,"Новосибирская область, Сузунский район, село Битки, ул. Советская, 57Б","Большой деревянный двухэтажный купеческий дом, построенный в конце ХIХ – начале ХХ века, хорошо виден издалека, так как размещен на возвышенности. В пешей доступности находится каменная лавка владелицы дома, купчихи Смирновой. Дом хранит множество тайн и легенд, удивляет количеством больших окон и наличниками со сложной резьбой.",неизвестно
