,name,address,description
176,Фонтан в Центральном парке,"улица Мичурина, 8, Новосибирск","Развлечение с названием 'Фонтан в Центральном парке'. Адрес: улица Мичурина, 8 Светомузыкальный фонтан в Центральном парке запущен в 2019 году. Он оснащен видео-лазерной установкой для проецирования изображения на водный экран и может воспроизводить звуковые и визуальные программы. Также это прекрасное место, чтобы освежиться в летнюю жару, особенно в нём любят играть дети. Расписание работы фонтана в Центральном парке (сезон 2024) Четверг - технический день. (Фонтан не работает) 10:00 - 12:00 Динамический режим без звука и света 12:00 - 12:03 «Гимн Новосибирска», В. Ленский 12:03 - 12:30 Динамический режим без звука и света 12:30 - 12:47 Детский музыкальный блок 12:47 - 13:00 Динамический режим без звука и света 13:00 - 14:00 Детский режим без звука и света маленькие струи 14:00 - 18:00 Динамический режим без звука и света 18:00 - 20:00 Динамический режим без звука со светом 20:00 - 20:15 Блок эстрадных песен 20:15 - 20:30 Динамический режим без звука со светом 20:30 - 20:45 Блок эстрадных песен 20:45 - 21:00 Динамический режим без звука со светом 21:00 - 21:15 Блок эстрадных песен 21:15 - 21:30 Динамический режим без звука со светом 21:30 - 21:45 Блок эстрадных песен 21:45 - 22:00 Динамический режим без звука со светом С 23 августа 2024 года по пятницам, субботам и воскресениям: 21:45 - 22:00 Лазерно-проекторное шоу С 13 сентября 2024 года по пятницам, субботам и воскресениям: 20:45 - 21:00 Лазерно-проекторное шоу 21:45 - 22.00 Лазерно-проекторное шоу . График работы 'Фонтан в Центральном парке': необходимо уточнить. Категория отдыха 'Фонтан в Центральном парке': Парки и сады. Фонтан в Центральном парке располагается в районе: Центральный, г. Новосибирск"
177,Интегральный музей-квартира повседневности Академгородка,"ул. Правды, 4, Новосибирск","Развлечение с названием 'Интегральный музей-квартира повседневности Академгородка'. Адрес: ул. Правды, 4 Частный проект Анастасии Безносовой-Близнюк и Александра Степанова, расположен в доме постройки 60-х годов в Новосибирском Академгородке на ул. Правды. Интерьер музея оформлен в стиле квартиры 60-х годов, где все предметы можно потрогать, испытать в действии, гости могут выпить чая из стаканов в подстаканниках, послушать, как звучит патефон, полистать подшивки старых журналов, примерить ретро-наряды. В коллекции музея представлены артефакты, имеющие отношение к клубу «Под Интегралом» и времени становления Академгородка, вещи Второй мировой войны, дореволюционные книги и дамские аксессуары, старинные предметы интерьера. Особенностью музея является не только теплая атмосфера, которая окружает гостей с порога квартиры, но и большое количество мини-коллекций на любой вкус: фототехника, образцы рукоделия, швейные и пишущие машинки, музыкальные инструменты и аппаратура, кухонные приборы и посуда, парфюмерия и косметика, примеры игр и виды хобби советского периода, школьная, медицинская, художественная атрибутика, спортивное снаряжение и предметы повседневного быта представлены далеко не в единичных экземплярах. Проводятся тематические экскурсии: ​ История создания научного центра и его первопоселенцы; Культурная и общественная жизнь Академгородка в период Оттепели, легендарный клуб «Под Интегралом» Предметы быта и интерьера молодых ученых, история повседневности; Семейные реликвии, переданные в музей и найденные выброшенными; История моды ХХ века и винтажные наряды жителей Академгородка; «Поколение победителей» – история Второй мировой войны. . График работы 'Интегральный музей-квартира повседневности Академгородка': по предварительному звонку: пн-вс. Категория отдыха 'Интегральный музей-квартира повседневности Академгородка': Музеи и галереи. Интегральный музей-квартира повседневности Академгородка располагается в районе: Советский, г. Новосибирск"
178,Spot and Choo's | Академгородок,"Ул. Ильича, 10, Новосибирск","Развлечение с названием 'Spot and Choo's | Академгородок'. Адрес: Ул. Ильича, 10 Spot and choo's – это самая легендарная бургерная Академгородка. Расположена недалеко от конечной остановки «Цветной проезд», НГУ и Торгового центра. Для многих жителей Академгородка и Новосибирска стало уже своеобразной традицией захватить с собой на прогулку по Академгородку или по пути на Обское море фирменный бургер из «спота». И хоть вкусов в меню не так много, у каждого из них уже есть свои фанаты. Особенно приятно наслаждаться сочным бургером в теплое время года, сидя на лужайке перед верандой на мягком пуфике, прямо посреди главных «визитных карточек» Академа – ярких цветных хрущевок и хвойного леса. . График работы 'Spot and Choo's | Академгородок': Ежедневно с 12:00 до 23:00. Категория отдыха 'Spot and Choo's | Академгородок': Академгородок. Spot and Choo's | Академгородок располагается в районе: Дзержинский, г. Новосибирск"
179,Семейное пространство «Как дома»,"Холодильная 16, Новосибирск","Развлечение с названием 'Семейное пространство «Как дома»'. Адрес: Холодильная 16, Новосибирск «Как дома» — пространство для совместного отдыха, творчества и самореализации малышей и их родителей. Атмосфера пространства пропитана любовью и уютом, приходить сюда всегда приятно — каждого гостя ждёт горячий чай и мягкие пуфы, где можно расслабиться и отдохнуть от забот. Здесь всегда рады новым гостя м. «Как дома» проводит встречи и лекции с психологами, тематические завтраки и девичники, семейные вечера, кинопросмотры и мульт-просмотры для самых маленьких. . График работы 'Семейное пространство «Как дома»': необходимо уточнить. Категория отдыха 'Семейное пространство «Как дома»': Арт-пространства и лофты. Семейное пространство «Как дома» располагается в районе: Заельцовский, г. Новосибирск"
180,«Музей на Богданке» (Музей Новосибирска),"ул. Богдана Хмельницкого, 32, Новосибирск","Развлечение с названием '«Музей на Богданке» (Музей Новосибирска)'. Адрес: ул. Богдана Хмельницкого, 32 Стоимость билетов: 80/60 р. Выставка «Советский технобум» Музей Калининского района «На Богданке» был открыт 19 октября 2010 года к 30-летию Калининского района. Музей находится в центре мемориального места «Красная горка», в здании семейного общежития, построенного в 1958 г. В Музее работают два выставочных зала: в первом зале размещены экспонаты, рассказывающие об истории «Богданки», о промышленных предприятиях района, культурных и спортивных объектах, о предприятиях сферы услуг, о людях, которые внесли значительный вклад в развитие района; во втором зале — «Воинском», разместились экспонаты ветеранов Великой Отечественной войны, участников локальных военных конфликтов. . График работы '«Музей на Богданке» (Музей Новосибирска)': вт, чт, пт 10:00-19:00, ср 11:00-20:00, сб 10:00-18:00. Категория отдыха '«Музей на Богданке» (Музей Новосибирска)': Музеи и галереи. «Музей на Богданке» (Музей Новосибирска) располагается в районе: Заельцовский, Калининский, г. Новосибирск"
181,Музей на Набережной (Музей Новосибирска),"Обская, 4, Новосибирск","Развлечение с названием 'Музей на Набережной (Музей Новосибирска)'. Адрес: Обская, 4 Стоимость билетов: 150/100 р. Выставка «Ново-Николаевск. Дела и люди» Выставка «Фарфор Страны Советов» Выставка «За много лет до Новосибирска» Музей Новосибирска находится в особенном здании, в парке «Городское начало» на Михайловской набережной. Это памятник истории начала прошлого века – «Управление Томским имением Алтайского округа ведомства Кабинета Его Императорского Величества». Городской музей задумывали создать еще в 1943 году – к 50-летию нашего города, но война не дала этого сделать. Открылся музей только в 2010 году. Сотрудники Музея Новосибирска активно занимаются просветительской деятельностью, организуют уличные выставки и выставки в переходах метро, оформляют вагон новосибирского поезда-музея, осуществляют культурно-образовательные проекты. Фонд Музея Новосибирска содержит документы и экспонаты, обширную видеотеку, значительное библиотечное собрание. Основой для формирования фонда стало творчество основоположника российской и мировой космонавтики Юрия Кондратюка. Проекты музея: Центр устной истории – совместный проект Музея и Института археологии и этнографии СО РАН. Центр занимается сбором устных материалов для создания единого городского архива устных и визуальных текстов, систематизированных по аудио-, фото- и видеофонда м. «Новосибирск – город-музей». Направления работы проекта: авторские экскурсии по улицам и интересным городским объектам, исторические шоу, создание виртуальных и электронных исторических ресурсов. «Мемориал Славы новосибирцев» – проект по созданию информационного банка данных о призывниках и жителях Новосибирской области и города Новосибирска – участниках Великой Отечественной войны. Сейчас Музей Новосибирска — это 8 районных филиалов, Музей Новосибирска «На набережной», музей в доме Г.М. Будагова и Музей Дома документального кино. Музей Новосибирска «На набережной», ул. Обская, 4, тел.: 222-67-42 Контора инженера Г.М. Будагова, ул. Большевистская, 7; тел.: 266-33-19 Музей «На Каменском тракте» Дзержинского района, пр. Дзержинского, 1а; тел.: 288-23-01 Музей Железнодорожного района, Вокзальная магистраль, 3; тел.: 220-15-12 Музей «Заельцовка», Красный проспект, 179; тел.: 20-00-271 Музей «Закаменка» Октябрьского района, ул. Кирова, 80; тел.: 266-33-19 Музей «Чёмы» Советского района, ул. Новоморская, 12а; тел.: 334-77-32 Музей Центрального района, ул. Романова, 26; тел.: 203-54-79 Музей «На Богданке» Калининского района, ул. Богдана Хмельницкого, 32; тел.: 205-07-17 Музей «Инская» Первомайского района, ул. Первомайская, 148; тел.: 307-00-05 Музей документального кино, ул. Романова, 26; тел.: 203-54-79 Обратите внимание: понедельник — выходной день для всех филиалов. Расписание экскурсий, событий и мероприятий Музея Новосибирска: https://m-nsk.ru/raspisanie/raspisanie-sobytij-i-meropriyatij Музей Новосибирска находится в особенном здании, в парке «Городское начало». Это памятник истории начала прошлого века, «Управление Томским имением Алтайского округа ведомства Кабинета Его Императорского Величества». Охраняется государство м. Здание постройки начала 1900-х годов получило статус памятника в связи с тем, что именно здесь в 1907 году было подписано соглашение о выкупе императорских земель городом Ново-Николаевско м. Это соглашение сыграло важную роль в развитии города: теперь городские купцы могли покупать в городе земельные участки и без риска открывать на них предприятия. После революции в здании располагались Октябрьский отдел милиции, районный архив и Октябрьский райком партии. В 1990-е и 2000-е годы здесь находился Новосибирский филиал Российской академии предпринимательства, а с 2016 года здание передано Музею Новосибирска. Реставрация памятника началась в 2017 году, за это время удалось восстановить утраченные элементы: балкон, некоторые двери и окна. В ходе реставрации была демонтирована ранее возведенная пристройка с южного торца здания. Реставраторы привели в порядок фриз – декоративную деревянную резьбу по крыше, выборочно отремонтировали кирпичную кладку на всех фасадах. Вокруг здания установлены новые фонари в классическом стиле, перед памятником по старой фотографии восстановлена будка городового. Также были убраны аварийные деревья, проведено общее благоустройство территории. . График работы 'Музей на Набережной (Музей Новосибирска)': вт, чт, пт 10:00-19:00, ср 11:00-20:00, сб 10:00-18:00. Категория отдыха 'Музей на Набережной (Музей Новосибирска)': Набережная. Музей на Набережной (Музей Новосибирска) располагается в районе: Ленинский, г. Новосибирск"
182,Дом культуры им. Октябрьской революции,"ул. Ленина, 24, Новосибирск","Развлечение с названием 'Дом культуры и м. Октябрьской революции'. Адрес: ул. Ленина, 24 Дом культуры имени Октябрьской революции (также Клуб совторгслужащих, Клуб имени Сталина и другое) – здание, построенное в 1928 году в духе конструктивизма. Архитектор И.А. Бурлаков. С 1941 по 1944 год в здании находился эвакуированный в Новосибирск Ленинградский симфонический оркестр. В 1942 году здесь – впервые за Уралом – была исполнена седьмая симфония Д. Д. Шостаковича, на концерте находился сам автор. В 1961 году клуб получает новое имя – «Дом культуры имени Октябрьской революции», которое неофициально сокращали как «Кобра» (позднее это же название перешло пристроенному к зданию деловому центру). В настоящее время в здании дома культуры располагаются 12 организаций, среди которых Новосибирский государственный театральный институт, театральные и танцевальные студии, проводятся многочисленные концерты. . График работы 'Дом культуры и м. Октябрьской революции': 9:00-22:00. Категория отдыха 'Дом культуры и м. Октябрьской революции': Архитектура. Дом культуры им. Октябрьской революции располагается в районе: Железнодорожный, г. Новосибирск"
183,Историко-архитектурный музей под открытым небом,"ул. Ионосферная, 6, Новосибирск","Развлечение с названием 'Историко-архитектурный музей под открытым небом'. Адрес: ул. Ионосферная, 6 к.2 Стоимость билетов: 200/100 р., экскурсия 500 р. Историко-архитектурный музей под открытым небом в Новосибирском Академгородке был основан в 1979 году по инициативе академика СО АН СССР археолога Алексея Павловича Окладникова. Территория музея занимает больше 40 гектаров, на ней расположены археологические, этнографические, архитектурные памятники — это подлинные деревянные постройки, привезённые в Новосибирск в ходе спасательных экспедиций. Церковь Спаса Нерукотворного образа или Спасо-Зашиверская церковь — это настоящее преданье старины глубокой – 1700 года постройки, перевезённая археологами из Якутии. Сам городок Зашиверск вымер от эпидемии оспы в начале XIX века, а церковь стоит и в XXI. Можно сказать, что это самое старое здание в Новосибирске, так как она в два раза старше города. Башни Казымского (Юильского) острога, его перевезли из Нижнего Приобья (Ханты-Мансийский автономный округ, первая половина 18 века), Постройки усадьбы русского старожила в Восточной Сибири (окрестности реки Илим, 19 век). Помимо строений в музее под открытым небом большая археологическая экспозиция — почти сотня каменных объектов: огромный нуклеус (валун, от которого 250 тысяч лет назад откалывали фрагменты для изготовления орудий), каменные изваяния и плиты с петроглифами, путевые камни с надписями-пожеланиями, которые ставили у дорог, и многое другое. Также в небольшой этнографической экспозиции представлена реконструкция лесного святилища манси. Музей работает с 1 июня по 30 сентября ПО ПРЕДВАРИТЕЛЬНОЙ ЗАПИСИ по тел. + 7 913 781 5493 (звонок/WhatsApp/Telegram) и в дни открытых событий. Традиционно здесь проводят несколько больших этнографических фестивалей в сезоне. Расписание сборных экскурсий на месяц. Про интересные экспонаты музея читайте в статье «Что хранят музеи Новосибирска: уникальные экспонаты, которые вы можете увидеть своими глазами». . График работы 'Историко-архитектурный музей под открытым небом': с 1 июня по 30 сентября по записи. Категория отдыха 'Историко-архитектурный музей под открытым небом': Музеи и галереи. Историко-архитектурный музей под открытым небом располагается в районе: Советский, г. Новосибирск"
184,Центральный парк,"Метро ""Площадь Ленина"", ул. Мичурина, 8, Новосибирск","Развлечение с названием 'Центральный парк'. Адрес: Метро ""Площадь Ленина"", ул. Мичурина, 8 Центральный парк соответствует своему названию, ведь он расположен в самом центре города Новосибирска между улицами Фрунзе, Мичурина, Ядринцевской и Каменской. Если вы заходите в парк с центральных ворот, то пройдете через монументальные входные арки, которые невольно навевают мысль про город-сад. Центральный парк довольно большой, он раскинулся на 7 гектарах и включает в себя несколько четко очерченных зон: Прогулочная зона с асфальтированными дорожками и скамейками для спокойного, размеренного отдыха. Событийная зона со светомузыкальным гидродинамическим фонтаном, который занимают большую часть главной площади и по которому можно ходить! А вечером работа фонтана превращается в музыкальное представление со световыми эффектами. Здесь же находится сцена, где летом проходят творческие концерты. Развлекательная зона с детскими игровыми и спортивными площадками и более 50 детских, семейных и экстремальных аттракционов. Зона аттракционов для детей и взрослых. Нажмите здесь, чтобы посмотреть карту Центрального парка в хорошем качестве. В Центральном парке находится две культурных достопримечательности города. Это Новосибирский театр музыкальной комедии – один из ведущих музыкальных театров в стране. И современная галерея уличного искусства ""100 квадратов"" (Ядринцевская улица, 37к1), где современные художники рисуют граффити. Центральный парк — самый старый парк города Новосибирска, когда-то эта территория была окраиной Новониколаевска (будущего Новосибирска). Первое название у парка было «Кладбищенский сад», затем парк переименовали в «Сад Центральный», а в 1931 году – в «Сад имени Сталина». Парк быстро становится местом культурного отдыха горожан, на его территории появляется эстрада-ракушка с танцплощадкой, киоски, тир, работали павильоны с шахматами, а на центральной площадке зимой заливался каток. Первые аттракционы в парке появились в 1944 году, а в 1952 году на территории парка открылся планетарий. Новосибирский театр музыкальной комедии появился на территории парка в 1959 году в здании бывшего летнего кинотеатра. . График работы 'Центральный парк': 09:00 — 22:00. Категория отдыха 'Центральный парк': Парки и сады. Центральный парк располагается в районе: Центральный, г. Новосибирск"
185,Мини-зоопарк «Обитаемый остров»,"ул. Зорге, 47, Новосибирск","Развлечение с названием 'Мини-зоопарк «Обитаемый остров»'. Адрес: ул. Зорге, 47 к1 «Обитаемый остров» – единственный мини-зоопарк Новосибирска с двумя площадками: тёплый павильон с экзотическими животными и уличная площадка с домашними животны м. Более 50 видов животных: лисы, хорьки, еноты, косули, пони, козы, кролики, из экзотических: питон, лемур, мартышка, носуха, мангусты, попугайчики, черепахи и даже пауки. Дети до 3-х лет бесплатно (при наличии свидетельства о рождении), дети-инвалиды бесплатно (наличие документа обязательно). Детский от 3 до 10 лет – 300 рублей, взрослые и дети старше 10 лет – 500 рублей. Именинникам вход в зоопарк в день рождения БЕСПЛАТНЫЙ (акция действует при предъявлении паспорта или свидетельства о рождении). Угощения для животных: комплект угощений для всех животных – 200 рублей. Покататься на пони: 200 рублей (под руководством инструктора ребенок весом до 40 кг может прокатиться на пони по территории Левобережного зоопарка в Новосибирске). . График работы 'Мини-зоопарк «Обитаемый остров»': 11:00-20:00. Категория отдыха 'Мини-зоопарк «Обитаемый остров»': Фермы и зверокафе. Мини-зоопарк «Обитаемый остров» располагается в районе: Кировский, г. Новосибирск"
186,Teahupoo coffee | Академгородок,"Ул. Ильича, 10, Новосибирск","Развлечение с названием 'Teahupoo coffee | Академгородок'. Адрес: Ул. Ильича, 10 Новосибирский Академгородок примечателен не только творческой атмосферой, наукой и лесным массивом, но и близостью к берегу Обского моря, а значит и пляжами. Кофейня Teahupoo как раз вдохновлена морем, пляжем, и поэтому оформлена в серферской стилистике. Посетители кофейни как только не произносят легендарное название: «Техупу», «Тепуху», «Тереху» и «Теху». И эти слова далеко не все вымышленные, некоторые из них - название тихой деревушки на побережье Таити Теахупу, попасть в которую мечтают все серферы мира. Визитной карточкой заведения является гавайский интерьер и огромное граффити - рисунок морской волны, напоминающий известную гравюру японского художника Кацусика Хокусая «Волна в Канагаве», что позволяет Teahupoo быть самой популярной для фотосессий кофейней Академгородка. Меню заведения в своей уникальности не уступает дизайну интерьера. Здесь можно попробовать не только вкуснейшие кофейные напитки и завтраки, но и блюда балийско-австралийской кухни. Teahupoo - любимое место для ланчей и продуктивной работы студентов и аутсерсеров Академгородка. Кофейня находится близко к остановке, поэтому, не упустите шанс перекусить здесь, если соберетесь прогуляться до Центрального пляжа Академгородка. . График работы 'Teahupoo coffee | Академгородок': С 08:00 до 22:00. Категория отдыха 'Teahupoo coffee | Академгородок': Академгородок. Teahupoo coffee | Академгородок располагается в районе: Дзержинский, г. Новосибирск"
187,Мемориальный сквер павших в годы Гражданской войны,"Красный проспект, 32, Новосибирск","Развлечение с названием 'Мемориальный сквер павших в годы Гражданской войны'. Адрес: Красный проспект, 32 На территории сквера расположены две братских могилы, на одной из которых установлен монумент, и мемориал Героев Революции. Братская могила 104-х жертв Гражданской войны находится в западной части сквера возле стены, на которой размещено панно. Похороненные там люди были убиты в декабре 1919 года при отступлении армии Колчака на восток. 7 ноября 1922 года на братской могиле состоялось открытие монумента жертвам революции в виде сильной мускулистой руки, держащей факел и пробивающейся сквозь огромную каменную глыбу наружу. Создатели монумента — художник В. Н. Сибиряков и инженер А. И. Кудрявцев. 11 октября 1927 года в Сквере похоронен Пётр Щетинкин, один из руководителей советского партизанского движения в Сибири, убитый в этом же году в Улан-Баторе. В 1957 году было решено перезахоронить в сквере останки погибших в 1917 году революционеров. В том же году были установлены бюсты и мраморные постаменты революционеров П. Е. Щетинкина, В. Р. Романова, А. И. Петухова, Ф. П. Серебренникова, а спустя 20 лет — Ф. И. Горбаня, Ф. С. Шмурыгина, Д. М. Полковникова и Е. Б. Ковальчук. Мемориальное панно было также возведено в 1957 году, на нём изображены рабочие, крестьяне и солдаты, участвовавшие в революционных событиях. Создателем панно является художник-монументалист А. С. Чернобровцев. . График работы 'Мемориальный сквер павших в годы Гражданской войны': необходимо уточнить. Категория отдыха 'Мемориальный сквер павших в годы Гражданской войны': Парки и сады. Мемориальный сквер павших в годы Гражданской войны располагается в районе: Центральный, г. Новосибирск"
188,"«Чёмы», музей Советского района (Музей Новосибирска)","ул. Новоморская, 12, Новосибирск","Развлечение с названием '«Чёмы», музей Советского района (Музей Новосибирска)'. Адрес: ул. Новоморская, 12а Стоимость билетов: 80/60 р. Выставка «Сказки в темноте» Основная экспозиция музея «Чёмы» посвящена периоду строительства Новосибирской ГЭС (1950-1961гг.) и тому, что было в этих местах до неё (начиная с 1730 года). В постоянной экспозиции вы можете увидеть: давно забытые предметы быта деревень, находившихся на месте ГЭС уникальные фотографии и прессу периода строительства, карту 1950 года, на которой еще нет Обского водохранилища, предметы быта советского периода (50-80-е годы), глубоководное снаряжение, которое использовалось до 2000 года водолазами ГЭС. . График работы '«Чёмы», музей Советского района (Музей Новосибирска)': вт, чт, пт 10:00-19:00, ср 11:00-20:00, сб 10:00-18:00. Категория отдыха '«Чёмы», музей Советского района (Музей Новосибирска)': Музеи и галереи. «Чёмы», музей Советского района (Музей Новосибирска) располагается в районе: Советский, г. Новосибирск"
189,Музей эволюции земли в НГУ,"Новосибирск, ул. Пирогова, 1","Развлечение с названием 'Музей эволюции земли в НГУ'. Адрес: Новосибирск, ул. Пирогова, 1 Стоимость билетов: Школьники/дошкольники – 200 руб. Студенты – 300 руб. Прочие – 400 руб. Пенсионеры и учащиеся НГУ– бесплатно. Научно-образовательный центр «Эволюция Земли» – один из самых современно оснащенных и впечатляющих музеев Новосибирска, интересный как детям, так и взрослы м. Музей представляет собой комплекс из 4-х выставочных залов, каждый из которых насыщен экспонатами и интерактивными системами в области наук о Земле: Зал 1 – Строение Земли и ближайшее космическое окружение Зал 2 – Состав Земли и глубинные процессы Зал 3 – Эволюция биосферы Зал 4 – Полезные ископаемые и обстановки их формирования Среди уникальных экспонатов – образцы пород и минералов с больших глубин Земли, метеоритов, древних окаменелых остатков животных и растений, образцы сибирских нефтей и углей и др. В Центре установлен уникальный аппаратно-программный демонстрационный комплекс, состоящий из сферического экрана и светодиодной панели, управляемый с интерактивного сенсорного экрана. Особый интерес посетители всегда проявляют к интерактивному глобусу: программное обеспечение к нему позволяют визуализировать любые геологические и геофизические данные и изображения на сфере, в том числе в режиме онлайн. Все залы Центра снабжены интерактивными сенсорными киосками, столами, мониторами. Все экспозиции сопровождаются пояснительными текстами на русском и английском языках. В музее эволюции земли ежедневно проводятся экскурсии. Научный сотрудник проведет по всем залам и объяснит сложные процессы простым языком, чтобы было понятно и интересно всем посетителя м. Также в рамках экскурсии покажут небольшой научно-популярный фильм в небольшом кинозале на 20 мест. Музей Эволюции земли находится в Академгородке, в главном корпусе НГУ, поэтому по соображениям безопасности попасть в него просто так, гуляя мимо, не получится, необходимо заранее записаться. Имейте это ввиду, планируя посещение. Историческая справкаОткрытие центра состоялось 1 марта 2019 года на базе Геолого-геофизического факультета НГУ. Идейным вдохновителем центра является академик РАН, декан геолого- геофизического факультета В. А. Верниковский. Над созданием центра на протяжении нескольких лет работали многие преподаватели НГУ, а также научные сотрудники Института Нефтегазовой Геологии и Геофизики и м. А.А. Трофимука и Института геологии и минералогии и м. В.С. Соболева. В центре собрано более 1000 самых разных и уникальных экспонатов, среди которых метеориты, кристаллы и породы из самых глубин Земли, древние окаменелости животных и растений, образцы нефти и многое другое. С помощью интерактивного глобуса вы сможете рассмотреть поверхность любой планеты Солнечной системы, а также понаблюдать за землетрясениями, которые происходят на нашей планете, и метеорологическими процессами в режиме реального времени. В музее есть интерактивный макет проснувшегося вулкана, проекция северного сияния, а также модель подводного аппарата «Мир-2». Экспонаты музея, новые образцы и макеты приобретались в процессе реализации проекта, добывались в ходе учебных практик, научных экспедиций, а также принимались в дар от желающих с 2014 года. География представленных в центре каменных образцов поражает широтой: от Арктических архипелагов России до Южной Африки и от Камчатки и Японии до середины Атлантического океана. . График работы 'Музей эволюции земли в НГУ': 9:00 - 17:30, требуется предварительная запись. Воскресенье – выходной.. Категория отдыха 'Музей эволюции земли в НГУ': Музеи и галереи. Музей эволюции земли в НГУ располагается в районе: Ленинский, г. Новосибирск"
